Año|Mes|CCAA|Producto||Volumen (miles de kg)|Valor (miles de €)|Precio medio kg|Penetración (%)|Consumo per capita||
2013 | Enero|Baleares|GUISANTES|0,05|46,62|72,90|1,56|14,08|0,05||
2013 | Enero|Baleares|JUDIA VERDE|0,07|108,68|122,11|1,12|19,55|0,11||
2013 | Enero|Baleares|COLIFLOR|0,12|11,32|16,34|1,44|3|0,01||
2013 | Enero|Baleares|PIMIENTOS|0,02|2,96|6,85|2,31|1,81|0||
2013 | Enero|Baleares|BROCOLI|0,01|21,36|33,98|1,59|5,3|0,02||
2013 | Enero|Baleares|MENESTRA|0,03|47,50|88,11|1,85|12,32|0,05||
2013 | Enero|Baleares|OTR.VERD/HOR.CONG.|0,09|107,91|235,16|2,18|22,11|0,11||
2013 | Enero|Baleares|FRUTAS CONGELADAS|0,23|32,26|161,34|5|1,33|0,03||
2013 | Enero|Canarias|GUISANTES|Gasto per capita|25,16|64,75|2,57|5,8|0,01||
2013 | Enero|Canarias|JUDIAS VERDES|0,03|28,11|42,70|1,52|2,75|0,01||
2013 | Enero|Canarias|PIMIENTOS|0,02|48,53|204,45|4,21|16,08|0,02||
2013 | Enero|Canarias|ESPARRAGOS|0,09|66,21|363,91|5,5|15,41|0,03||
2013 | Enero|Canarias|ALCACHOFAS|0,16|0,73|3,43|4,69|0,2|0||
2013 | Enero|Canarias|CHAMPIÑOSNES+SETAS|0|95,62|257,54|2,69|17,48|0,04||
2013 | Enero|Canarias|MAIZ DULCE|0,11|177,98|514,31|2,89|31,36|0,08||
2013 | Enero|Canarias|MENESTRA|0,23|18,87|43,53|2,31|2,34|0,01||
2013 | Enero|Canarias|TOMATES|0,02|839,45|1.216,88|1,45|58,11|0,37||
2013 | Enero|Canarias|TOMATE FRITO|0,54|606,64|842,05|1,39|50,98|0,27||
2013 | Enero|Canarias|TOMATE NATURAL|0,37|232,81|374,84|1,61|16,99|0,1||
2013 | Enero|Canarias|TOMATE N.ENTERO|0,17|74,94|157,85|2,11|3,15|0,03||
2013 | Enero|Canarias|TOMATE N.TRITUR.|0,07|157,87|216,99|1,37|16,22|0,07||
2013 | Enero|Canarias|OTRA VERD/HORT.CON|0,1|73,68|186,29|2,53|13,43|0,03||
2013 | Enero|Canarias|FRUTA EN CONSERVA|0,08|474,21|1.411,67|2,98|52,75|0,21||
2013 | Enero|Canarias|MERMELADAS,CONFIT.|0,63|168,89|668,68|3,96|31,84|0,07||
2013 | Enero|Canarias|FRUTA CONS/ALMIBAR|0,3|268,98|608,87|2,26|29,79|0,12||
2013 | Enero|Canarias|FRUTA ESCARCHADA|0,27|0,55|4,83|8,8|0,3|0||
2013 | Enero|Canarias|RESTO FRUTA CONSER|0|35,79|129,29|3,61|8,76|0,02||
2013 | Enero|Canarias|VERD./HORT.CONGELAD|0,06|663,46|1.232,67|1,86|41,38|0,29||
2013 | Enero|Canarias|ESPINACAS|0,55|37,74|80,18|2,12|5,97|0,02||
2013 | Enero|Canarias|GUISANTES|0,04|194,87|312,11|1,6|19,74|0,09||
2013 | Enero|Canarias|JUDIA VERDE|0,14|140,49|221,53|1,58|14,05|0,06||
2013 | Enero|Canarias|COLIFLOR|0,1|19,99|34,84|1,74|2,39|0,01||
2013 | Enero|Canarias|PIMIENTOS|0,02|6,07|15,22|2,51|1,92|0||
2013 | Enero|Canarias|BROCOLI|0,01|28,79|47,43|1,65|4,05|0,01||
2013 | Enero|Canarias|MENESTRA|0,02|84,16|143,52|1,71|7|0,04||
2013 | Enero|Canarias|OTR.VERD/HOR.CONG.|0,06|151,35|377,84|2,5|21,71|0,07||
2013 | Enero|Canarias|FRUTAS CONGELADAS|0,17|3,90|7,36|1,89|0,83|0||
2013 | Enero|Cantabria|GUISANTES|Gasto per capita|9,17|20,93|2,28|6,45|0,02||
2013 | Enero|Cantabria|JUDIAS VERDES|0,04|20,41|35,57|1,74|7,14|0,04||
2013 | Enero|Cantabria|PIMIENTOS|0,07|29,47|115,03|3,9|26,29|0,06||
2013 | Enero|Cantabria|ESPARRAGOS|0,22|24,93|136,81|5,49|15,37|0,05||
2013 | Enero|Cantabria|ALCACHOFAS|0,26|6,09|28,74|4,72|5,46|0,01||
2013 | Enero|Cantabria|CHAMPIÑOSNES+SETAS|0,05|26,20|81,82|3,12|16,91|0,05||
2013 | Enero|Cantabria|MAIZ DULCE|0,16|14,37|44,17|3,07|6,54|0,03||
2013 | Enero|Cantabria|MENESTRA|0,08|4,82|9,22|1,91|3,63|0,01||
2013 | Enero|Cantabria|TOMATES|0,02|397,23|521,90|1,31|65,25|0,76||
2013 | Enero|Cantabria|TOMATE FRITO|1|303,37|426,80|1,41|59,61|0,58||
2013 | Enero|Cantabria|TOMATE NATURAL|0,82|93,85|95,10|1,01|14,23|0,18||
2013 | Enero|Cantabria|TOMATE N.ENTERO|0,18|30,90|35,31|1,14|5,88|0,06||
2013 | Enero|Cantabria|TOMATE N.TRITUR.|0,07|62,95|59,79|0,95|9,51|0,12||
2013 | Enero|Cantabria|OTRA VERD/HORT.CON|0,11|65,79|160,69|2,44|11,49|0,13||
2013 | Enero|Cantabria|FRUTA EN CONSERVA|0,31|105,50|323,85|3,07|34,12|0,2||
2013 | Enero|Cantabria|MERMELADAS,CONFIT.|0,62|39,44|132,38|3,36|19,94|0,08||
2013 | Enero|Cantabria|FRUTA CONS/ALMIBAR|0,25|48,79|126,23|2,59|15,46|0,09||
2013 | Enero|Cantabria|FRUTA ESCARCHADA|0,24|0,00|0,00|0|0|0||
2013 | Enero|Cantabria|RESTO FRUTA CONSER|0|17,26|65,24|3,78|10,26|0,03||
2013 | Enero|Cantabria|VERD./HORT.CONGELAD|0,12|236,98|343,00|1,45|49,3|0,45||
2013 | Enero|Cantabria|ESPINACAS|0,66|13,39|23,14|1,73|8,65|0,03||
2013 | Enero|Cantabria|GUISANTES|0,04|21,52|28,02|1,3|5,46|0,04||
2013 | Enero|Cantabria|JUDIA VERDE|0,05|74,59|101,89|1,37|15,94|0,14||
2013 | Enero|Cantabria|COLIFLOR|0,19|12,11|17,56|1,45|5,84|0,02||
2013 | Enero|Cantabria|PIMIENTOS|0,03|2,20|4,91|2,23|1,71|0||
2013 | Enero|Cantabria|BROCOLI|0,01|14,25|25,67|1,8|5,09|0,03||
2013 | Enero|Cantabria|MENESTRA|0,05|39,75|55,38|1,39|14,28|0,08||
2013 | Enero|Cantabria|OTR.VERD/HOR.CONG.|0,11|59,17|86,44|1,46|26,15|0,11||
2013 | Enero|Cantabria|FRUTAS CONGELADAS|0,17|0,00|0,00|0|0|0||
2013 | Enero|Castilla La Mancha|GUISANTES|Gasto per capita|56,85|118,20|2,08|10,12|0,02||
