Año|Mes|CCAA|Producto||Volumen (miles de kg)|Valor (miles de €)|Precio medio kg|Penetración (%)|Consumo per capita||
2018 | Julio|La Rioja|JUDIA VERDE|1,53|1,69|1,1|1,25|0|0,01||
2018 | Julio|La Rioja|COLIFLOR|0,00|0,00|0|0|0|0||
2018 | Julio|La Rioja|PIMIENTOS|0,00|0,00|0|0|0|0||
2018 | Julio|La Rioja|BROCOLI|0,00|0,00|0|0|0|0||
2018 | Julio|La Rioja|MENESTRA|7,79|18,69|2,4|4,92|0,02|0,06||
2018 | Julio|La Rioja|OTR.VERD/HOR.CONG.|11,20|30,13|2,69|13,13|0,04|0,1||
2018 | Julio|La Rioja|FRUTAS CONGELADAS|0,00|0,00|0|0|0|0||
2018 | Julio|Madrid|GUISANTES|216,37|532,11|2,46|12,48|0,03|0,09||
2018 | Julio|Madrid|JUDIAS VERDES|238,04|391,03|1,64|7,59|0,04|0,06||
2018 | Julio|Madrid|PIMIENTOS|206,36|955,94|4,63|18,59|0,03|0,15||
2018 | Julio|Madrid|ESPARRAGOS|375,99|2.128,37|5,66|20,73|0,06|0,34||
2018 | Julio|Madrid|ALCACHOFAS|99,32|462,28|4,65|5,94|0,02|0,07||
2018 | Julio|Madrid|CHAMPIÑOSNES+SETAS|175,08|434,27|2,48|8,78|0,03|0,07||
2018 | Julio|Madrid|MAIZ DULCE|252,82|845,61|3,34|17,94|0,04|0,14||
2018 | Julio|Madrid|MENESTRA|74,07|134,55|1,82|3,12|0,01|0,02||
2018 | Julio|Madrid|TOMATES|2.754,29|3.970,24|1,44|58,82|0,44|0,64||
2018 | Julio|Madrid|TOMATE FRITO|2.002,26|3.073,81|1,54|49,84|0,32|0,49||
2018 | Julio|Madrid|TOMATE NATURAL|752,02|896,43|1,19|22,5|0,12|0,14||
2018 | Julio|Madrid|TOMATE N.ENTERO|162,73|187,83|1,15|4,57|0,03|0,03||
2018 | Julio|Madrid|TOMATE N.TRITUR.|589,29|708,61|1,2|18,94|0,09|0,11||
2018 | Julio|Madrid|OTRA VERD/HORT.CON|353,12|925,89|2,62|16,27|0,06|0,15||
2018 | Julio|Madrid|FRUTA EN CONSERVA|810,62|2.640,96|3,26|33,86|0,13|0,42||
2018 | Julio|Madrid|MERMELADAS,CONFIT.|469,91|1.614,98|3,44|26,61|0,08|0,26||
2018 | Julio|Madrid|FRUTA CONS/ALMIBAR|287,78|748,06|2,6|10|0,05|0,12||
2018 | Julio|Madrid|FRUTA ESCARCHADA|8,79|62,43|7,1|0,61|0|0,01||
2018 | Julio|Madrid|RESTO FRUTA CONSER|44,13|215,49|4,88|2,49|0,01|0,03||
2018 | Julio|Madrid|VERD./HORT.CONGELAD|1.553,74|2.788,97|1,8|34,89|0,25|0,45||
2018 | Julio|Madrid|ESPINACAS|112,91|196,83|1,74|6,05|0,02|0,03||
2018 | Julio|Madrid|GUISANTES|188,95|287,05|1,52|9,04|0,03|0,05||
2018 | Julio|Madrid|JUDIA VERDE|361,06|438,22|1,21|10,12|0,06|0,07||
2018 | Julio|Madrid|COLIFLOR|50,25|76,30|1,52|1,88|0,01|0,01||
2018 | Julio|Madrid|PIMIENTOS|44,70|99,57|2,23|3,41|0,01|0,02||
2018 | Julio|Madrid|BROCOLI|106,11|159,54|1,5|3,59|0,02|0,03||
2018 | Julio|Madrid|MENESTRA|150,17|218,31|1,45|4,65|0,02|0,04||
2018 | Julio|Madrid|OTR.VERD/HOR.CONG.|539,59|1.313,16|2,43|19|0,09|0,21||
2018 | Julio|Madrid|FRUTAS CONGELADAS|19,50|101,40|5,2|1,18|0|0,02||
2018 | Julio|Murcia|GUISANTES|14,47|39,08|2,7|4,9|0,01|0,03||
2018 | Julio|Murcia|JUDIAS VERDES|38,19|50,13|1,31|6,1|0,03|0,04||
2018 | Julio|Murcia|PIMIENTOS|27,42|117,88|4,3|15,32|0,02|0,08||
2018 | Julio|Murcia|ESPARRAGOS|20,58|125,74|6,11|9,08|0,01|0,09||
2018 | Julio|Murcia|ALCACHOFAS|36,37|170,86|4,7|14,08|0,03|0,12||
2018 | Julio|Murcia|CHAMPIÑOSNES+SETAS|36,28|93,92|2,59|10,6|0,03|0,07||
2018 | Julio|Murcia|MAIZ DULCE|53,54|166,41|3,11|15,11|0,04|0,12||
2018 | Julio|Murcia|MENESTRA|0,74|1,04|1,4|0,27|0|0||
2018 | Julio|Murcia|TOMATES|775,65|1.263,21|1,63|70,34|0,54|0,89||
2018 | Julio|Murcia|TOMATE FRITO|556,77|1.010,83|1,82|60,12|0,39|0,71||
2018 | Julio|Murcia|TOMATE NATURAL|218,89|252,37|1,15|33,46|0,15|0,18||
2018 | Julio|Murcia|TOMATE N.ENTERO|80,93|96,52|1,19|13,39|0,06|0,07||
2018 | Julio|Murcia|TOMATE N.TRITUR.|137,95|155,85|1,13|23,79|0,1|0,11||
2018 | Julio|Murcia|OTRA VERD/HORT.CON|32,91|111,01|3,37|14,14|0,02|0,08||
2018 | Julio|Murcia|FRUTA EN CONSERVA|108,96|316,49|2,9|18,7|0,08|0,22||
2018 | Julio|Murcia|MERMELADAS,CONFIT.|47,56|162,78|3,42|11,71|0,03|0,11||
2018 | Julio|Murcia|FRUTA CONS/ALMIBAR|57,93|143,78|2,48|7,59|0,04|0,1||
2018 | Julio|Murcia|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Julio|Murcia|RESTO FRUTA CONSER|3,47|9,93|2,86|0,94|0|0,01||
2018 | Julio|Murcia|VERD./HORT.CONGELAD|247,53|466,18|1,88|38,95|0,17|0,33||
2018 | Julio|Murcia|ESPINACAS|8,47|15,09|1,78|1,48|0,01|0,01||
2018 | Julio|Murcia|GUISANTES|59,04|88,95|1,51|14,5|0,04|0,06||
2018 | Julio|Murcia|JUDIA VERDE|60,66|63,93|1,05|10,77|0,04|0,04||
2018 | Julio|Murcia|COLIFLOR|0,00|0,00|0|0|0|0||
2018 | Julio|Murcia|PIMIENTOS|0,00|0,00|0|0|0|0||
2018 | Julio|Murcia|BROCOLI|2,30|3,19|1,39|0,45|0|0||
2018 | Julio|Murcia|MENESTRA|17,11|20,30|1,19|2,43|0,01|0,01||
2018 | Julio|Murcia|OTR.VERD/HOR.CONG.|99,95|274,73|2,75|22,87|0,07|0,19||
2018 | Julio|Murcia|FRUTAS CONGELADAS|7,03|35,46|5,05|2,29|0|0,02||
2018 | Julio|Navarra|GUISANTES|3,83|15,66|4,08|4,06|0,01|0,03||
2018 | Julio|Navarra|JUDIAS VERDES|17,21|51,93|3,02|4,46|0,03|0,09||
2018 | Julio|Navarra|PIMIENTOS|36,99|142,80|3,86|24,12|0,06|0,24||
2018 | Julio|Navarra|ESPARRAGOS|71,59|373,61|5,22|27,32|0,12|0,63||
2018 | Julio|Navarra|ALCACHOFAS|20,65|156,15|7,56|6,75|0,03|0,26||
2018 | Julio|Navarra|CHAMPIÑOSNES+SETAS|1,68|6,39|3,81|1,13|0|0,01||
2018 | Julio|Navarra|MAIZ DULCE|18,70|65,70|3,51|13,96|0,03|0,11||
2018 | Julio|Navarra|MENESTRA|25,25|109,75|4,35|6,29|0,04|0,19||
2018 | Julio|Navarra|TOMATES|151,48|218,74|1,44|36,08|0,26|0,37||
2018 | Julio|Navarra|TOMATE FRITO|119,69|182,92|1,53|32,58|0,2|0,31||
2018 | Julio|Navarra|TOMATE NATURAL|31,80|35,82|1,13|13|0,05|0,06||
2018 | Julio|Navarra|TOMATE N.ENTERO|13,04|16,64|1,28|5,54|0,02|0,03||
2018 | Julio|Navarra|TOMATE N.TRITUR.|18,76|19,18|1,02|7,5|0,03|0,03||
2018 | Julio|Navarra|OTRA VERD/HORT.CON|34,90|177,57|5,09|10,4|0,06|0,3||
2018 | Julio|Navarra|FRUTA EN CONSERVA|84,62|278,35|3,29|23,47|0,14|0,47||
2018 | Julio|Navarra|MERMELADAS,CONFIT.|48,87|207,80|4,25|22,82|0,08|0,35||
2018 | Julio|Navarra|FRUTA CONS/ALMIBAR|33,21|56,36|1,7|5,17|0,06|0,1||
2018 | Julio|Navarra|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Julio|Navarra|RESTO FRUTA CONSER|2,54|14,20|5,6|1,35|0|0,02||
2018 | Julio|Navarra|VERD./HORT.CONGELAD|99,19|193,17|1,95|21,29|0,17|0,33||
2018 | Julio|Navarra|ESPINACAS|14,78|25,59|1,73|9,57|0,02|0,04||
2018 | Julio|Navarra|GUISANTES|15,00|21,78|1,45|5,1|0,03|0,04||
2018 | Julio|Navarra|JUDIA VERDE|9,09|10,27|1,13|3,05|0,02|0,02||
2018 | Julio|Navarra|COLIFLOR|0,00|0,00|0|0|0|0||
2018 | Julio|Navarra|PIMIENTOS|1,01|2,10|2,09|1,01|0|0||
2018 | Julio|Navarra|BROCOLI|2,19|3,05|1,39|0,75|0|0,01||
2018 | Julio|Navarra|MENESTRA|0,00|0,00|0|0|0|0||
2018 | Julio|Navarra|OTR.VERD/HOR.CONG.|57,12|130,38|2,28|15,04|0,1|0,22||
2018 | Julio|Navarra|FRUTAS CONGELADAS|0,00|0,00|0|0|0|0||
2018 | Julio|País Vasco|GUISANTES|74,29|205,01|2,76|14,3|0,04|0,1||
2018 | Julio|País Vasco|JUDIAS VERDES|43,70|84,47|1,93|3,78|0,02|0,04||
2018 | Julio|País Vasco|PIMIENTOS|159,91|646,47|4,04|24,62|0,08|0,31||
2018 | Julio|País Vasco|ESPARRAGOS|278,88|1.622,90|5,82|26,02|0,13|0,78||
2018 | Julio|País Vasco|ALCACHOFAS|58,05|256,80|4,42|8|0,03|0,12||
2018 | Julio|País Vasco|CHAMPIÑOSNES+SETAS|32,84|87,18|2,65|5,75|0,02|0,04||
2018 | Julio|País Vasco|MAIZ DULCE|84,52|269,62|3,19|13,15|0,04|0,13||
2018 | Julio|País Vasco|MENESTRA|28,23|75,50|2,67|2,05|0,01|0,04||
2018 | Julio|País Vasco|TOMATES|888,54|1.271,41|1,43|49,25|0,43|0,61||
2018 | Julio|País Vasco|TOMATE FRITO|715,71|1.050,25|1,47|42,89|0,35|0,51||
2018 | Julio|País Vasco|TOMATE NATURAL|172,84|221,17|1,28|13,43|0,08|0,11||
2018 | Julio|País Vasco|TOMATE N.ENTERO|21,79|46,68|2,14|2,43|0,01|0,02||
2018 | Julio|País Vasco|TOMATE N.TRITUR.|151,05|174,49|1,16|11,63|0,07|0,08||
2018 | Julio|País Vasco|OTRA VERD/HORT.CON|73,70|227,88|3,09|10,29|0,04|0,11||
2018 | Julio|País Vasco|FRUTA EN CONSERVA|291,96|1.045,99|3,58|34,24|0,14|0,51||
2018 | Julio|País Vasco|MERMELADAS,CONFIT.|187,21|763,37|4,08|25,75|0,09|0,37||
2018 | Julio|País Vasco|FRUTA CONS/ALMIBAR|84,21|193,85|2,3|7,54|0,04|0,09||
2018 | Julio|País Vasco|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Julio|País Vasco|RESTO FRUTA CONSER|20,53|88,76|4,32|6,87|0,01|0,04||
2018 | Julio|País Vasco|VERD./HORT.CONGELAD|402,75|738,60|1,83|25,13|0,19|0,36||
2018 | Julio|País Vasco|ESPINACAS|53,04|73,58|1,39|4,98|0,03|0,04||
2018 | Julio|País Vasco|GUISANTES|82,43|125,19|1,52|7,19|0,04|0,06||
2018 | Julio|País Vasco|JUDIA VERDE|58,27|62,09|1,07|6,06|0,03|0,03||
2018 | Julio|País Vasco|COLIFLOR|0,00|0,00|0|0|0|0||
2018 | Julio|País Vasco|PIMIENTOS|0,90|1,88|2,09|0,24|0|0||
2018 | Julio|País Vasco|BROCOLI|4,37|10,28|2,35|0,5|0|0||
2018 | Julio|País Vasco|MENESTRA|124,71|279,62|2,24|11,45|0,06|0,14||
2018 | Julio|País Vasco|OTR.VERD/HOR.CONG.|79,04|185,98|2,35|10,77|0,04|0,09||
2018 | Julio|País Vasco|FRUTAS CONGELADAS|0,70|3,08|4,42|0,17|0|0||
2018 | Julio|Valencia|GUISANTES|52,06|139,70|2,68|5,17|0,01|0,03||
2018 | Julio|Valencia|JUDIAS VERDES|66,46|96,11|1,45|3,25|0,01|0,02||
2018 | Julio|Valencia|PIMIENTOS|86,44|328,13|3,8|11,95|0,02|0,07||
2018 | Julio|Valencia|ESPARRAGOS|168,69|872,66|5,17|16,4|0,04|0,18||
2018 | Julio|Valencia|ALCACHOFAS|71,50|346,72|4,85|6,44|0,02|0,07||
2018 | Julio|Valencia|CHAMPIÑOSNES+SETAS|37,76|106,41|2,82|2,83|0,01|0,02||
2018 | Julio|Valencia|MAIZ DULCE|254,50|870,37|3,42|24,08|0,05|0,18||
2018 | Julio|Valencia|MENESTRA|35,49|68,21|1,92|2,08|0,01|0,01||
2018 | Julio|Valencia|TOMATES|2.178,61|2.940,52|1,35|58,57|0,46|0,62||
2018 | Julio|Valencia|TOMATE FRITO|1.352,51|1.987,87|1,47|43,14|0,29|0,42||
2018 | Julio|Valencia|TOMATE NATURAL|826,10|952,66|1,15|30,65|0,17|0,2||
2018 | Julio|Valencia|TOMATE N.ENTERO|91,89|119,54|1,3|4,64|0,02|0,03||
2018 | Julio|Valencia|TOMATE N.TRITUR.|734,21|833,11|1,13|28,05|0,16|0,18||
2018 | Julio|Valencia|OTRA VERD/HORT.CON|200,74|501,94|2,5|12,22|0,04|0,11||
2018 | Julio|Valencia|FRUTA EN CONSERVA|477,07|1.272,29|2,67|25,85|0,1|0,27||
2018 | Julio|Valencia|MERMELADAS,CONFIT.|192,19|648,15|3,37|15,91|0,04|0,14||
2018 | Julio|Valencia|FRUTA CONS/ALMIBAR|261,46|540,68|2,07|10,56|0,06|0,11||
2018 | Julio|Valencia|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Julio|Valencia|RESTO FRUTA CONSER|23,43|83,46|3,56|1,97|0|0,02||
2018 | Julio|Valencia|VERD./HORT.CONGELAD|1.141,23|1.959,07|1,72|38,8|0,24|0,41||
2018 | Julio|Valencia|ESPINACAS|69,98|109,92|1,57|4,61|0,01|0,02||
2018 | Julio|Valencia|GUISANTES|132,51|170,80|1,29|6,37|0,03|0,04||
2018 | Julio|Valencia|JUDIA VERDE|289,57|384,97|1,33|10,76|0,06|0,08||
2018 | Julio|Valencia|COLIFLOR|17,78|24,65|1,39|1,06|0|0,01||
2018 | Julio|Valencia|PIMIENTOS|15,65|32,69|2,09|1,75|0|0,01||
2018 | Julio|Valencia|BROCOLI|32,32|48,46|1,5|1,42|0,01|0,01||
2018 | Julio|Valencia|MENESTRA|62,34|96,04|1,54|2,47|0,01|0,02||
2018 | Julio|Valencia|OTR.VERD/HOR.CONG.|521,08|1.091,53|2,09|25,67|0,11|0,23||
2018 | Julio|Valencia|FRUTAS CONGELADAS|21,02|103,28|4,91|1,45|0|0,02||
2018 | Agosto|Total nacional|GUISANTES|763,58|1.889,51|2,47|6,66|0,02|0,04||
2018 | Agosto|Total nacional|JUDIAS VERDES|758,17|1.057,85|1,4|3,81|0,02|0,02||
2018 | Agosto|Total nacional|PIMIENTOS|1.350,07|5.808,52|4,3|15,11|0,03|0,13||
2018 | Agosto|Total nacional|ESPARRAGOS|1.786,53|9.795,44|5,48|15,66|0,04|0,21||
2018 | Agosto|Total nacional|ALCACHOFAS|624,77|2.758,66|4,42|5,46|0,01|0,06||
2018 | Agosto|Total nacional|CHAMPIÑOSNES+SETAS|1.297,74|3.560,47|2,74|10,2|0,03|0,08||
2018 | Agosto|Total nacional|MAIZ DULCE|1.776,00|5.688,27|3,2|15,68|0,04|0,12||
2018 | Agosto|Total nacional|MENESTRA|383,86|719,43|1,87|2,36|0,01|0,02||
2018 | Agosto|Total nacional|TOMATES|18.127,65|24.549,76|1,35|52,2|0,4|0,54||
2018 | Agosto|Total nacional|TOMATE FRITO|13.278,05|18.991,47|1,43|43,82|0,29|0,42||
2018 | Agosto|Total nacional|TOMATE NATURAL|4.849,60|5.558,29|1,15|19,82|0,11|0,12||
2018 | Agosto|Total nacional|TOMATE N.ENTERO|741,77|953,34|1,29|3,54|0,02|0,02||
2018 | Agosto|Total nacional|TOMATE N.TRITUR.|4.107,83|4.604,95|1,12|17,43|0,09|0,1||
2018 | Agosto|Total nacional|OTRA VERD/HORT.CON|1.579,90|4.100,26|2,6|10,64|0,03|0,09||
2018 | Agosto|Total nacional|FRUTA EN CONSERVA|4.895,89|14.947,38|3,05|28,41|0,11|0,33||
2018 | Agosto|Total nacional|MERMELADAS,CONFIT.|2.034,39|7.420,83|3,65|17,76|0,04|0,16||
2018 | Agosto|Total nacional|FRUTA CONS/ALMIBAR|2.437,32|5.948,13|2,44|11,17|0,05|0,13||
2018 | Agosto|Total nacional|FRUTA ESCARCHADA|26,95|117,51|4,36|0,34|0|0||
2018 | Agosto|Total nacional|RESTO FRUTA CONSER|397,23|1.460,91|3,68|4,24|0,01|0,03||
2018 | Agosto|Total nacional|VERD./HORT.CONGELAD|10.225,12|18.487,00|1,81|34,16|0,22|0,41||
2018 | Agosto|Total nacional|ESPINACAS|772,45|1.325,06|1,72|4,59|0,02|0,03||
2018 | Agosto|Total nacional|GUISANTES|1.687,66|2.902,42|1,72|9,38|0,04|0,06||
2018 | Agosto|Total nacional|JUDIA VERDE|1.955,58|2.526,05|1,29|8,57|0,04|0,06||
2018 | Agosto|Total nacional|COLIFLOR|313,05|479,13|1,53|1,54|0,01|0,01||
2018 | Agosto|Total nacional|PIMIENTOS|166,23|359,40|2,16|1,56|0|0,01||
2018 | Agosto|Total nacional|BROCOLI|369,86|574,88|1,55|1,95|0,01|0,01||
2018 | Agosto|Total nacional|MENESTRA|977,46|1.754,59|1,8|4,4|0,02|0,04||
2018 | Agosto|Total nacional|OTR.VERD/HOR.CONG.|3.982,83|8.565,46|2,15|20,54|0,09|0,19||
2018 | Agosto|Total nacional|FRUTAS CONGELADAS|204,49|961,21|4,7|1,48|0|0,02||
2018 | Agosto|Andalucía|GUISANTES|87,91|217,18|2,47|4,96|0,01|0,02||
2018 | Agosto|Andalucía|JUDIAS VERDES|113,50|164,32|1,45|3,75|0,01|0,02||
2018 | Agosto|Andalucía|PIMIENTOS|264,17|1.215,11|4,6|17,27|0,03|0,14||
2018 | Agosto|Andalucía|ESPARRAGOS|234,93|1.212,09|5,16|15,22|0,03|0,14||
2018 | Agosto|Andalucía|ALCACHOFAS|98,53|444,51|4,51|6,88|0,01|0,05||
2018 | Agosto|Andalucía|CHAMPIÑOSNES+SETAS|257,39|654,65|2,54|11,6|0,03|0,08||
2018 | Agosto|Andalucía|MAIZ DULCE|384,94|1.218,92|3,17|18,99|0,04|0,14||
2018 | Agosto|Andalucía|MENESTRA|40,24|74,38|1,85|1,64|0|0,01||
2018 | Agosto|Andalucía|TOMATES|3.883,87|4.979,99|1,28|58,23|0,45|0,57||
2018 | Agosto|Andalucía|TOMATE FRITO|2.981,43|3.972,11|1,33|51,72|0,34|0,46||
2018 | Agosto|Andalucía|TOMATE NATURAL|902,44|1.007,88|1,12|20,46|0,1|0,12||
2018 | Agosto|Andalucía|TOMATE N.ENTERO|93,54|114,95|1,23|2,28|0,01|0,01||
2018 | Agosto|Andalucía|TOMATE N.TRITUR.|808,90|892,93|1,1|19,35|0,09|0,1||
2018 | Agosto|Andalucía|OTRA VERD/HORT.CON|272,05|705,52|2,59|12,84|0,03|0,08||
2018 | Agosto|Andalucía|FRUTA EN CONSERVA|727,16|2.096,61|2,88|23,24|0,08|0,24||
2018 | Agosto|Andalucía|MERMELADAS,CONFIT.|255,07|920,51|3,61|12,81|0,03|0,11||
2018 | Agosto|Andalucía|FRUTA CONS/ALMIBAR|422,87|1.005,29|2,38|11,23|0,05|0,12||
2018 | Agosto|Andalucía|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Agosto|Andalucía|RESTO FRUTA CONSER|49,22|170,81|3,47|3,3|0,01|0,02||
2018 | Agosto|Andalucía|VERD./HORT.CONGELAD|1.532,48|2.966,69|1,94|32,9|0,18|0,34||
2018 | Agosto|Andalucía|ESPINACAS|203,82|379,47|1,86|6,62|0,02|0,04||
2018 | Agosto|Andalucía|GUISANTES|238,36|374,27|1,57|7,94|0,03|0,04||
2018 | Agosto|Andalucía|JUDIA VERDE|261,37|301,60|1,15|6,72|0,03|0,03||
2018 | Agosto|Andalucía|COLIFLOR|42,99|99,84|2,32|1,52|0|0,01||
2018 | Agosto|Andalucía|PIMIENTOS|35,94|78,14|2,17|2,04|0|0,01||
2018 | Agosto|Andalucía|BROCOLI|43,51|59,37|1,36|1,33|0,01|0,01||
2018 | Agosto|Andalucía|MENESTRA|195,61|336,90|1,72|5,68|0,02|0,04||
2018 | Agosto|Andalucía|OTR.VERD/HOR.CONG.|510,87|1.337,08|2,62|17,71|0,06|0,15||
2018 | Agosto|Andalucía|FRUTAS CONGELADAS|41,08|177,76|4,33|1,65|0|0,02||
2018 | Agosto|Aragón|GUISANTES|29,43|65,24|2,22|9,51|0,02|0,05||
2018 | Agosto|Aragón|JUDIAS VERDES|26,60|34,07|1,28|2,32|0,02|0,03||
2018 | Agosto|Aragón|PIMIENTOS|53,31|217,14|4,07|19,43|0,04|0,17||
2018 | Agosto|Aragón|ESPARRAGOS|63,27|293,81|4,64|20,37|0,05|0,22||
2018 | Agosto|Aragón|ALCACHOFAS|6,26|35,84|5,73|2,13|0|0,03||
2018 | Agosto|Aragón|CHAMPIÑOSNES+SETAS|34,98|98,03|2,8|9,38|0,03|0,07||
2018 | Agosto|Aragón|MAIZ DULCE|51,01|171,63|3,36|12,28|0,04|0,13||
2018 | Agosto|Aragón|MENESTRA|25,65|46,36|1,81|4,43|0,02|0,04||
2018 | Agosto|Aragón|TOMATES|393,82|561,18|1,42|46,07|0,3|0,43||
2018 | Agosto|Aragón|TOMATE FRITO|296,89|444,76|1,5|37,34|0,23|0,34||
2018 | Agosto|Aragón|TOMATE NATURAL|96,93|116,42|1,2|16,78|0,07|0,09||
2018 | Agosto|Aragón|TOMATE N.ENTERO|7,26|9,06|1,25|1,74|0,01|0,01||
2018 | Agosto|Aragón|TOMATE N.TRITUR.|89,67|107,37|1,2|16,14|0,07|0,08||
2018 | Agosto|Aragón|OTRA VERD/HORT.CON|53,76|129,47|2,41|7,19|0,04|0,1||
2018 | Agosto|Aragón|FRUTA EN CONSERVA|124,36|414,75|3,34|25,9|0,09|0,32||
2018 | Agosto|Aragón|MERMELADAS,CONFIT.|57,32|201,57|3,52|18,17|0,04|0,15||
2018 | Agosto|Aragón|FRUTA CONS/ALMIBAR|44,27|126,58|2,86|9,85|0,03|0,1||
2018 | Agosto|Aragón|FRUTA ESCARCHADA|5,88|17,63|3|1,32|0|0,01||
2018 | Agosto|Aragón|RESTO FRUTA CONSER|16,89|68,97|4,08|3,22|0,01|0,05||
2018 | Agosto|Aragón|VERD./HORT.CONGELAD|439,37|619,16|1,41|44,33|0,33|0,47||
2018 | Agosto|Aragón|ESPINACAS|28,74|36,22|1,26|6,18|0,02|0,03||
2018 | Agosto|Aragón|GUISANTES|82,59|104,12|1,26|13,04|0,06|0,08||
2018 | Agosto|Aragón|JUDIA VERDE|98,34|103,29|1,05|11,29|0,07|0,08||
2018 | Agosto|Aragón|COLIFLOR|3,99|5,15|1,29|0,82|0|0||
2018 | Agosto|Aragón|PIMIENTOS|5,77|12,05|2,09|2,25|0|0,01||
2018 | Agosto|Aragón|BROCOLI|10,94|16,12|1,47|2,12|0,01|0,01||
2018 | Agosto|Aragón|MENESTRA|40,53|72,06|1,78|7,59|0,03|0,05||
2018 | Agosto|Aragón|OTR.VERD/HOR.CONG.|168,47|270,15|1,6|24,83|0,13|0,21||
2018 | Agosto|Aragón|FRUTAS CONGELADAS|6,16|27,01|4,39|1,72|0|0,02||
2018 | Agosto|Asturias|GUISANTES|38,52|93,28|2,42|18,94|0,04|0,09||
2018 | Agosto|Asturias|JUDIAS VERDES|25,76|35,71|1,39|6,69|0,02|0,03||
2018 | Agosto|Asturias|PIMIENTOS|51,31|224,04|4,37|25,87|0,05|0,21||
2018 | Agosto|Asturias|ESPARRAGOS|62,19|364,33|5,86|22,53|0,06|0,34||
2018 | Agosto|Asturias|ALCACHOFAS|7,01|32,71|4,67|3,48|0,01|0,03||
2018 | Agosto|Asturias|CHAMPIÑOSNES+SETAS|46,05|117,21|2,55|15,84|0,04|0,11||
2018 | Agosto|Asturias|MAIZ DULCE|18,29|65,76|3,59|8,51|0,02|0,06||
2018 | Agosto|Asturias|MENESTRA|15,12|33,93|2,24|4,01|0,01|0,03||
2018 | Agosto|Asturias|TOMATES|391,16|553,30|1,41|56,18|0,36|0,51||
2018 | Agosto|Asturias|TOMATE FRITO|313,09|466,63|1,49|49,08|0,29|0,43||
2018 | Agosto|Asturias|TOMATE NATURAL|78,06|86,67|1,11|11,27|0,07|0,08||
2018 | Agosto|Asturias|TOMATE N.ENTERO|27,30|29,70|1,09|3,36|0,03|0,03||
2018 | Agosto|Asturias|TOMATE N.TRITUR.|50,77|56,97|1,12|8,59|0,05|0,05||
2018 | Agosto|Asturias|OTRA VERD/HORT.CON|36,22|78,86|2,18|12,06|0,03|0,07||
2018 | Agosto|Asturias|FRUTA EN CONSERVA|130,90|405,41|3,1|31,31|0,12|0,37||
2018 | Agosto|Asturias|MERMELADAS,CONFIT.|62,60|228,57|3,65|24,73|0,06|0,21||
2018 | Agosto|Asturias|FRUTA CONS/ALMIBAR|46,66|100,93|2,16|7,74|0,04|0,09||
2018 | Agosto|Asturias|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Agosto|Asturias|RESTO FRUTA CONSER|21,64|75,91|3,51|8,58|0,02|0,07||
2018 | Agosto|Asturias|VERD./HORT.CONGELAD|225,37|461,58|2,05|30,64|0,21|0,43||
2018 | Agosto|Asturias|ESPINACAS|14,32|25,62|1,79|5,15|0,01|0,02||
2018 | Agosto|Asturias|GUISANTES|36,00|80,60|2,24|7,94|0,03|0,07||
2018 | Agosto|Asturias|JUDIA VERDE|43,73|82,21|1,88|6,45|0,04|0,08||
2018 | Agosto|Asturias|COLIFLOR|2,62|4,41|1,68|0,52|0|0||
2018 | Agosto|Asturias|PIMIENTOS|2,96|6,19|2,09|1,69|0|0,01||
2018 | Agosto|Asturias|BROCOLI|28,17|44,79|1,59|3,82|0,03|0,04||
2018 | Agosto|Asturias|MENESTRA|21,96|44,69|2,03|2,86|0,02|0,04||
2018 | Agosto|Asturias|OTR.VERD/HOR.CONG.|75,60|173,08|2,29|16,81|0,07|0,16||
2018 | Agosto|Asturias|FRUTAS CONGELADAS|2,29|10,05|4,39|1,54|0|0,01||
2018 | Agosto|Baleares|GUISANTES|3,97|7,87|1,98|1,78|0|0,01||
2018 | Agosto|Baleares|JUDIAS VERDES|13,41|18,43|1,37|2,93|0,01|0,02||
2018 | Agosto|Baleares|PIMIENTOS|20,64|107,01|5,18|12,05|0,02|0,1||
2018 | Agosto|Baleares|ESPARRAGOS|30,74|153,03|4,98|11,99|0,03|0,15||
2018 | Agosto|Baleares|ALCACHOFAS|21,63|111,70|5,16|6,78|0,02|0,11||
2018 | Agosto|Baleares|CHAMPIÑOSNES+SETAS|41,14|118,64|2,88|11,49|0,04|0,12||
2018 | Agosto|Baleares|MAIZ DULCE|33,78|108,00|3,2|13,65|0,03|0,1||
2018 | Agosto|Baleares|MENESTRA|5,37|9,35|1,74|2,03|0,01|0,01||
2018 | Agosto|Baleares|TOMATES|470,06|563,01|1,2|54,71|0,46|0,55||
2018 | Agosto|Baleares|TOMATE FRITO|353,61|425,68|1,2|41,61|0,34|0,41||
2018 | Agosto|Baleares|TOMATE NATURAL|116,45|137,33|1,18|25,3|0,11|0,13||
2018 | Agosto|Baleares|TOMATE N.ENTERO|6,66|9,04|1,36|4,09|0,01|0,01||
